State,D1 Solar Window LT,D1 Bath LT,D2 (Window Bath Roof) LT,Home CPA ( Roof Siding gutter Doors),D5 Roof LT,Sidings LG,Roofing LG,Flooring LG,Bathroom LG,Cabinets LG,,,
,,70097,35620,35620,47163,,,44224,45135,,,,
,,70112,35621,35621,47164,,,44226,45146,,,,
,,70113,35622,35622,47165,,,44230,45148,,,,
,,70114,35630,35630,47166,,,44231,45159,,,,
,,70115,35631,35631,47167,,,44232,45301,,,,
,,70116,35632,35632,47170,,,44233,45305,,,,
,,70117,35633,35633,47172,,,44234,45314,,,,
,,70118,35634,35634,47177,,,44235,45317,,,,
,,70119,35640,35640,30013,,,44236,45370,,,,
,,70121,35643,35643,30016,,,44237,45384,,,,
,,70122,35645,35645,30034,,,44240,45385,,,,
,,70123,35646,35646,30038,,,44241,45389,,,,
,,70124,35647,35647,30094,,,44242,45430,,,,
,,70125,35648,35648,30108,,,44243,45433,,,,
,,70126,35649,35649,30116,,,44250,45434,,,,
,,70127,35650,35650,30117,,,44251,45435,,,,
,,70128,35651,35651,30135,,,44253,43004,,,,
,,70129,35652,35652,30170,,,44254,43054,,,,
,,70130,35653,35653,30182,,,44255,43109,,,,
,,70131,35654,35654,30185,,,44256,43119,,,,
,,70139,35660,35660,30187,,,44258,43137,,,,
,,70140,35661,35661,30204,,,44260,43194,,,,
,,70141,35662,35662,30205,,,44262,43195,,,,
,,70142,35670,35670,30206,,,44264,43199,,,,
,,70143,35671,35671,30213,,,44265,43202,,,,
,,70145,35672,35672,30214,,,44266,43204,,,,
,,70146,35673,35673,30215,,,44270,43205,,,,
,,70148,35674,35674,30216,,,44272,43206,,,,
,,70149,35677,35677,30217,,,44273,43207,,,,
,,70150,35699,35699,30218,,,44274,43209,,,,
,,70151,35739,35739,30220,,,44275,43210,,,,
,,70152,35740,35740,30222,,,44276,43212,,,,
,,70153,35741,35741,30223,,,44278,43213,,,,
,,70154,35742,35742,30224,,,44280,43214,,,,
,,70156,35744,35744,30228,,,44281,43217,,,,
,,70157,35745,35745,30230,,,44282,43220,,,,
,,70158,35746,35746,30233,,,44285,43221,,,,
,,70159,35747,35747,30234,,,44286,43223,,,,
,,70160,35748,35748,30236,,,44287,43224,,,,
,,70161,35749,35749,30238,,,44288,43227,,,,
,,70162,35750,35750,30240,,,44303,43228,,,,
,,70163,35751,35751,30241,,,44304,43230,,,,
,,70164,35752,35752,30248,,,44305,43231,,,,
,,70165,35754,35754,30251,,,44306,43232,,,,
,,70166,35755,35755,30252,,,44307,43326,,,,
,,70167,35756,35756,30253,,,44308,43346,,,,
,,70170,35757,35757,30256,,,44309,45810,,,,
,,70172,35758,35758,30257,,,44311,45812,,,,
,,70174,35759,35759,30258,,,44312,45843,,,,
,,70175,35760,35760,30259,,,44313,45850,,,,
,,70176,35761,35761,30260,,,44315,45859,,,,
,,70177,35762,35762,30263,,,44316,45896,,,,
,,70178,35763,35763,30265,,,44317,45835,,,,
,,70179,35764,35764,30268,,,44319,45836,,,,
,,70181,35765,35765,30269,,,44320,43026,,,,
,,70182,35766,35766,30273,,,44321,43081,,,,
,,70183,35767,35767,30274,,,44325,43086,,,,
,,70184,35768,35768,30276,,,44326,43110,,,,
,,70185,35769,35769,30277,,,44328,43123,,,,
,,70186,35771,35771,30281,,,44333,43126,,,,
,,70187,35772,35772,30288,,,44334,43136,,,,
,,70189,35773,35773,30290,,,44372,43147,,,,
,,70190,35774,35774,30291,,,44396,43201,,,,
,,70195,35775,35775,30292,,,44398,43203,,,,
,,70301,35776,35776,30293,,,44402,43211,,,,
,,70302,35801,35801,30294,,,44403,43215,,,,
,,70310,35802,35802,30295,,,44404,43216,,,,
,,70339,35803,35803,30296,,,44406,43218,,,,
,,70341,35804,35804,30297,,,44408,43219,,,,
,,70345,35805,35805,30310,,,44410,43222,,,,
,,70354,35806,35806,30311,,,44411,43226,,,,
,,70355,35807,35807,30312,,,44412,43234,,,,
,,70357,35808,35808,30315,,,44413,43235,,,,
,,70358,35809,35809,30316,,,44415,43236,,,,
,,70364,35810,35810,30320,,,44417,43251,,,,
,,70371,35811,35811,30331,,,44418,43260,,,,
,,70372,35812,35812,30337,,,44420,43266,,,,
,,70373,35813,35813,30344,,,44423,43268,,,,
,,70374,35814,35814,30349,,,44424,43270,,,,
,,70375,35815,35815,30354,,,44425,43271,,,,
,,70390,35816,35816,31816,,,44427,43272,,,,
,,70391,35824,35824,31822,,,44428,43279,,,,
,,70393,35893,35893,31830,,,44430,43287,,,,
,,70394,35894,35894,31833,,,44431,43291,,,,
,,70401,35895,35895,30002,,,44432,43014,,,,
,,70402,35896,35896,30004,,,44437,43015,,,,
,,70403,35897,35897,30005,,,44438,43018,,,,
,,70404,35898,35898,30008,,,44439,43021,,,,
,,70420,35899,35899,30009,,,44440,43030,,,,
,,70421,35901,35901,30012,,,44441,43031,,,,
,,70422,35902,35902,30017,,,44444,43035,,,,
,,70426,35903,35903,30019,,,44445,43050,,,,
,,70427,35904,35904,30021,,,44446,43055,,,,
,,70429,35905,35905,30022,,,44449,43056,,,,
,,70431,35906,35906,30024,,,44450,43074,,,,
,,70433,35907,35907,30028,,,44453,43076,,,,
,,70434,35950,35950,30030,,,44455,43106,,,,
,,70435,35951,35951,30032,,,44460,43130,,,,
,,70436,35952,35952,30033,,,44470,43149,,,,
,,70437,35953,35953,30035,,,44473,43150,,,,
,,70438,35954,35954,30039,,,44481,43152,,,,
,,70441,35956,35956,30040,,,44482,43843,,,,
,,70442,35957,35957,30041,,,44484,45764,,,,
,,70443,35958,35958,30043,,,44485,43010,,,,
,,70444,35959,35959,30044,,,44486,43345,,,,
,,70445,35960,35960,30045,,,44490,45123,,,,
,,70446,35961,35961,30046,,,44491,45133,,,,
,,70447,35962,35962,30047,,,44492,45142,,,,
,,70448,35963,35963,30052,,,44493,45155,,,,
,,70449,35964,35964,30058,,,44514,45172,,,,
,,70450,35966,35966,30060,,,44601,45177,,,,
,,70451,35967,35967,30062,,,44606,45316,,,,
,,70452,35968,35968,30063,,,44607,45319,,,,
,,70453,35971,35971,30064,,,44608,45323,,,,
,,70454,35972,35972,30066,,,44610,45324,,,,
,,70455,35973,35973,30067,,,44611,45341,,,,
,,70456,35974,35974,30068,,,44612,45344,,,,
,,70457,35975,35975,30071,,,44613,45349,,,,
,,70458,35976,35976,30075,,,44614,45368,,,,
,,70459,35978,35978,30076,,,44615,45369,,,,
,,70460,35979,35979,30078,,,44617,45372,,,,
,,70461,35980,35980,30079,,,44618,45387,,,,
,,70462,35981,35981,30080,,,44620,45481,,,,
,,70463,35983,35983,30082,,,44621,45482,,,,
,,70464,35984,35984,30083,,,44622,45501,,,,
,,70465,35986,35986,30084,,,44624,45502,,,,
,,70466,35987,35987,30087,,,44625,45503,,,,
,,70467,35988,35988,30088,,,44626,45504,,,,
,,70469,35989,35989,30092,,,44627,45505,,,,
,,70470,35990,35990,30093,,,44628,45506,,,,
,,70471,36201,36201,30096,,,44629,43036,,,,
,,70704,36202,36202,30097,,,44630,43061,,,,
,,70706,36203,36203,30101,,,44632,43344,,,,
,,70710,36204,36204,30102,,,44633,45612,,,,
,,70711,36205,36205,30103,,,44634,45624,,,,
,,70712,36206,36206,30104,,,44636,43069,,,,
,,70714,36207,36207,30105,,,44637,43323,,,,
,,70719,36210,36210,30106,,,44638,44849,,,,
,,70721,36250,36250,30107,,,44639,43011,,,,
,,70723,36253,36253,30110,,,44640,43029,,,,
,,70725,36254,36254,30113,,,44641,43071,,,,
,,70726,36257,36257,30114,,,44643,43077,,,,
,,70727,36260,36260,30115,,,44644,43101,,,,
,,70729,36265,36265,30120,,,44645,43103,,,,
,,70733,36271,36271,30121,,,44646,43115,,,,
,,70734,36272,36272,30122,,,44647,43143,,,,
,,70737,36275,36275,30124,,,44648,43154,,,,
,,70739,36277,36277,30125,,,44650,43164,,,,
,,70740,36279,36279,30126,,,44651,43332,,,,
,,70743,37010,37010,30127,,,44652,43337,,,,
,,70744,37011,37011,30132,,,44654,43341,,,,
,,70754,37012,37012,30134,,,44656,43356,,,,
,,70763,37013,37013,30137,,,44657,43720,,,,
,,70764,37014,37014,30139,,,44659,43727,,,,
,,70765,37015,37015,30141,,,44660,43730,,,,
,,70767,37016,37016,30143,,,44661,43732,,,,
,,70769,37018,37018,30144,,,44662,43733,,,,
,,70770,37019,37019,30145,,,44663,43734,,,,
,,70774,37020,37020,30147,,,44665,43739,,,,
,,70776,37022,37022,30148,,,44666,43746,,,,
,,70778,37024,37024,30152,,,44667,43748,,,,
,,70784,37025,37025,30153,,,44669,43758,,,,
,,70785,37026,37026,30157,,,44670,43761,,,,
,,70786,37027,37027,30161,,,44671,43762,,,,
,,70791,37029,37029,30165,,,44675,43764,,,,
,,70801,37030,37030,30168,,,44676,43766,,,,
,,70802,37031,37031,30171,,,44677,43767,,,,
,,70806,37032,37032,30173,,,44678,43771,,,,
,,70808,37033,37033,30175,,,44679,43772,,,,
,,70809,37034,37034,30176,,,44680,43782,,,,
,,70810,37035,37035,30177,,,44681,43822,,,,
,,70814,37036,37036,30178,,,44682,43830,,,,
,,70815,37037,37037,30179,,,44683,45613,,,,
,,70816,37040,37040,30180,,,44685,45617,,,,
,,70817,37041,37041,30183,,,44687,45628,,,,
,,70818,37042,37042,30184,,,44688,45633,,,,
,,70819,37043,37043,30188,,,44689,45640,,,,
,,70820,37044,37044,30189,,,44690,45644,,,,
,,70821,37046,37046,30303,,,44691,45647,,,,
,,70822,37047,37047,30305,,,44693,45648,,,,
,,70823,37048,37048,30306,,,44695,45672,,,,
,,70825,37049,37049,30307,,,44697,45673,,,,
,,70826,37050,37050,30308,,,44699,45681,,,,
,,70873,37051,37051,30309,,,44701,45683,,,,
,,70874,37052,37052,30313,,,44702,45690,,,,
,,70879,37055,37055,30314,,,44703,45698,,,,
,,70883,37056,37056,30317,,,44704,45699,,,,
,,70884,37057,37057,30318,,,44706,45710,,,,
,,70891,37059,37059,30319,,,44707,45711,,,,
,,70892,37060,37060,30322,,,44708,45717,,,,
,,70893,37061,37061,30324,,,44709,45723,,,,
,,70894,37062,37062,30326,,,44710,45732,,,,
,,70895,37063,37063,30327,,,44711,45735,,,,
,,70896,37064,37064,30328,,,44714,45740,,,,
,,70898,37065,37065,30329,,,44718,45761,,,,
,,73055,37066,37066,30332,,,44720,45766,,,,
,,73503,37067,37067,30336,,,44721,45776,,,,
,,73505,37068,37068,30338,,,44730,45777,,,,
,,73507,37069,37069,30339,,,44735,45778,,,,
,,73521,37070,37070,30340,,,44750,45782,,,,
,,73527,37071,37071,30341,,,44767,43007,,,,
,,73528,37072,37072,30342,,,44799,43040,,,,
,,73529,37073,37073,30345,,,44802,43041,,,,
,,73530,37074,37074,30346,,,44804,43044,,,,
,,73531,37075,37075,30350,,,44805,43045,,,,
,,73533,37076,37076,30360,,,44809,43060,,,,
,,73534,37077,37077,30361,,,44811,43067,,,,
,,73538,37078,37078,30363,,,44813,43310,,,,
,,73540,37079,37079,30518,,,44814,43311,,,,
,,73543,37080,37080,30519,,,44816,43319,,,,
,,73546,37082,37082,30534,,,44818,43324,,,,
,,73548,37083,37083,30701,,,44820,43331,,,,
,,73562,37085,37085,30733,,,44822,43333,,,,
,,73568,37086,37086,30734,,,44824,43336,,,,
,,73572,37087,37087,30735,,,44826,43343,,,,
,,73573,37088,37088,30746,,,44837,43348,,,,
,,75001,37089,37089,30055,,,44838,43360,,,,
,,75002,37090,37090,30056,,,44839,45306,,,,
,,75006,37091,37091,31003,,,44840,45312,,,,
,,75007,37095,37095,31005,,,44842,45334,,,,
,,75010,37096,37096,31008,,,44843,45340,,,,
,,75013,37097,37097,31012,,,44844,45353,,,,
,,75016,37098,37098,31014,,,44845,45360,,,,
,,75019,37101,37101,31016,,,44846,43116,,,,
,,75022,37110,37110,31017,,,44847,43117,,,,
,,75023,37111,37111,31019,,,44848,43125,,,,
,,75024,37115,37115,31020,,,44849,43146,,,,
,,75025,37116,37116,31022,,,44850,44862,,,,
,,75028,37118,37118,31023,,,44851,44904,,,,
,,75032,37119,37119,31024,,,44853,44905,,,,
,,75033,37121,37121,31025,,,44855,44906,,,,
,,75034,37122,37122,31028,,,44856,45890,,,,
,,75035,37127,37127,31029,,,44857,43314,,,,
,,75036,37128,37128,31030,,,44859,43315,,,,
,,75038,37129,37129,31031,,,44860,43316,,,,
,,75039,37130,37130,31032,,,44862,43317,,,,
,,75040,37131,37131,31033,,,44864,43320,,,,
,,75041,37132,37132,31036,,,44866,43325,,,,
,,75042,37133,37133,31038,,,44871,43330,,,,
,,75043,37134,37134,31042,,,44874,43335,,,,
,,75044,37135,37135,31044,,,44880,43338,,,,
,,75048,37136,37136,31046,,,44881,43349,,,,
,,75050,37137,37137,31047,,,44882,43351,,,,
,,75051,37138,37138,31050,,,44888,43359,,,,
,,75052,37140,37140,31052,,,44889,44833,,,,
,,75054,37141,37141,31054,,,44890,44843,,,,
,,75056,37142,37142,31061,,,44901,44844,,,,
,,75057,37143,37143,31062,,,44904,44845,,,,
,,75060,37144,37144,31064,,,45002,44853,,,,
,,75061,37145,37145,31065,,,45003,44856,,,,
,,75062,37146,37146,31066,,,45004,44860,,,,
,,75063,37148,37148,31069,,,45005,44864,,,,
,,75067,37149,37149,31071,,,45011,44865,,,,
,,75068,37150,37150,31078,,,45012,44881,,,,
,,75072,37151,37151,31085,,,45013,44882,,,,
,,75074,37152,37152,31088,,,45014,44887,,,,
,,75075,37153,37153,31090,,,45018,44901,,,,
,,75077,37160,37160,31093,,,45030,44902,,,,
,,75080,37161,37161,31098,,,45032,44903,,,,
,,75081,37162,37162,31201,,,45034,44907,,,,
,,75082,37165,37165,31204,,,45036,45814,,,,
,,75087,37166,37166,31206,,,45039,45841,,,,
,,75088,37167,37167,31207,,,45040,45867,,,,
,,75089,37171,37171,31210,,,45041,45870,,,,
,,75093,37172,37172,31211,,,45042,45884,,,,
,,75094,37174,37174,31216,,,45044,45888,,,,
,,75104,37175,37175,31217,,,45050,45897,,,,
,,75115,37178,37178,31220,,,45051,43321,,,,
,,75116,37179,37179,38002,,,45052,43334,,,,
,,75120,37180,37180,38004,,,45053,43350,,,,
,,75134,37181,37181,38008,,,45054,44825,,,,
,,75137,37183,37183,38011,,,45055,44854,,,,
,,75146,37184,37184,38012,,,45056,44875,,,,
,,75149,37185,37185,38015,,,45061,44878,,,,
,,75150,37186,37186,38016,,,45062,43064,,,,
,,75154,37187,37187,38017,,,45063,43162,,,,
,,75157,37188,37188,38018,,,45064,43003,,,,
,,75159,37189,37189,38019,,,45065,43058,,,,
,,75180,37190,37190,38023,,,45066,43062,,,,
,,75181,37191,37191,38028,,,45067,43073,,,,
,,75252,37201,37201,38037,,,45068,43093,,,,
,,75287,37202,37202,38039,,,45069,43113,,,,
,,75432,37203,37203,38041,,,45071,43135,,,,
,,76001,37204,37204,38042,,,45102,43140,,,,
,,76002,37205,37205,38045,,,45103,43145,,,,
,,76006,37206,37206,38046,,,45105,43156,,,,
,,76008,37207,37207,38049,,,45106,43301,,,,
,,76010,37208,37208,38052,,,45107,43302,,,,
,,76011,37209,37209,38053,,,45111,43322,,,,
,,76012,37210,37210,38054,,,45112,43342,,,,
,,76013,37211,37211,38057,,,45113,43701,,,,
,,76014,37212,37212,38058,,,45114,43702,,,,
,,76015,37213,37213,38060,,,45118,43711,,,,
,,76016,37214,37214,38063,,,45119,43717,,,,
,,76017,37215,37215,38066,,,45120,43721,,,,
,,76018,37216,37216,38067,,,45121,43725,,,,
,,76021,37217,37217,38068,,,45122,43731,,,,
,,76022,37218,37218,38069,,,45123,43735,,,,
,,76028,37219,37219,38075,,,45130,43738,,,,
,,76031,37220,37220,38076,,,45132,43740,,,,
,,76033,37221,37221,38101,,,45133,43760,,,,
,,76036,37222,37222,38103,,,45135,43777,,,,
,,76039,37224,37224,38104,,,45140,43783,,,,
,,76040,37227,37227,38105,,,45142,43791,,,,
,,76048,37228,37228,38106,,,45146,43802,,,,
,,76049,37229,37229,38107,,,45148,43821,,,,
,,76051,37230,37230,38108,,,45150,43842,,,,
,,76053,37232,37232,38109,,,45152,45601,,,,
,,76054,37234,37234,38111,,,45153,45621,,,,
,,76063,37235,37235,38112,,,45154,45642,,,,
,,76085,37236,37236,38113,,,45156,45661,,,,
,,76086,37237,37237,38114,,,45157,45685,,,,
,,76087,37238,37238,38115,,,45158,45687,,,,
,,76088,37240,37240,38116,,,45159,45692,,,,
,,76092,37241,37241,38117,,,45160,45701,,,,
,,76101,37242,37242,38118,,,45162,45716,,,,
,,76102,37243,37243,38119,,,45166,45719,,,,
,,76103,37244,37244,38120,,,45167,45780,,,,
,,76104,37245,37245,38122,,,45168,43019,,,,
,,76105,37246,37246,38125,,,45169,43318,,,,
,,76106,37247,37247,38126,,,45171,43340,,,,
,,76107,37248,37248,38127,,,45172,43357,,,,
,,76108,37249,37249,38128,,,45174,43358,,,,
,,76109,37250,37250,38131,,,45176,45326,,,,
,,76110,37301,37301,38132,,,45177,45367,,,,
,,76111,37302,37302,38133,,,45201,43151,,,,
,,76112,37303,37303,38134,,,45202,43153,,,,
,,76114,37304,37304,38135,,,45204,73449,,,,
,,76115,37305,37305,38137,,,45205,74701,,,,
,,76116,37306,37306,38138,,,45206,74702,,,,
,,76117,37307,37307,38139,,,45208,74720,,,,
,,76118,37309,37309,38141,,,45209,74721,,,,
,,76119,37310,37310,38152,,,45211,74723,,,,
,,76120,37313,37313,38188,,,45212,74726,,,,
,,76123,37315,37315,38197,,,45213,74727,,,,
,,76126,37317,37317,38603,,,45215,74729,,,,
,,76131,37318,37318,38611,,,45216,74730,,,,
,,76132,37320,37320,38618,,,45217,74731,,,,
,,76133,37321,37321,38626,,,45218,74733,,,,
,,76134,37323,37323,38632,,,45219,74741,,,,
,,76135,37324,37324,38633,,,45220,74747,,,,
,,76137,37325,37325,38635,,,45221,74748,,,,
,,76140,37327,37327,38637,,,45222,74753,,,,
,,76148,37328,37328,38641,,,45223,75028,,,,
,,76155,37329,37329,38642,,,45224,75057,,,,
,,76164,37330,37330,38647,,,45226,75065,,,,
,,76177,37331,37331,38651,,,45227,75101,,,,
,,76179,37332,37332,38654,,,45230,75104,,,,
,,76180,37334,37334,38659,,,45231,75225,,,,
,,76182,37335,37335,38661,,,45233,75234,,,,
,,76202,37336,37336,38664,,,45234,75244,,,,
,,76205,37338,37338,38665,,,45235,75246,,,,
,,76207,37339,37339,38668,,,45236,75247,,,,
,,76208,37340,37340,38671,,,45237,75248,,,,
,,76209,37341,37341,38672,,,45238,75249,,,,
,,76210,37342,37342,38676,,,45239,75252,,,,
,,76227,37345,37345,38680,,,45240,75261,,,,
,,76228,37348,37348,38685,,,45241,75275,,,,
,,76230,37349,37349,52722,,,45242,75277,,,,
,,76244,37350,37350,52726,,,45243,75283,,,,
,,76248,37351,37351,52728,,,45244,75284,,,,
,,76301,37353,37353,52745,,,45245,75285,,,,
,,76302,37354,37354,52746,,,45246,75287,,,,
,,76304,37355,37355,52748,,,45247,75301,,,,
,,76305,37356,37356,52753,,,45248,75303,,,,
,,76306,37357,37357,52756,,,45249,75312,,,,
,,76307,37359,37359,52758,,,45250,75313,,,,
,,76308,37360,37360,52765,,,45251,75315,,,,
,,76309,37361,37361,52767,,,45252,75320,,,,
,,76310,37362,37362,52768,,,45253,75326,,,,
,,76351,37364,37364,52769,,,45254,75336,,,,
,,76354,37365,37365,52773,,,45255,75339,,,,
,,76357,37366,37366,52801,,,45258,75370,,,,
,,76360,37367,37367,52802,,,45262,75371,,,,
,,76365,37369,37369,52803,,,45263,75372,,,,
,,76366,37370,37370,52804,,,45264,75373,,,,
,,76367,37371,37371,52806,,,45267,75374,,,,
,,76369,37373,37373,52807,,,45268,75376,,,,
,,76373,37374,37374,61201,,,45269,75378,,,,
,,76374,37375,37375,61230,,,45270,75379,,,,
,,76377,37376,37376,61231,,,45271,75380,,,,
,,76379,37377,37377,61232,,,45273,75381,,,,
,,76380,37378,37378,61233,,,45274,75382,,,,
,,76384,37379,37379,61234,,,45275,75389,,,,
,,76385,37380,37380,61235,,,45277,75390,,,,
,,76389,37382,37382,61238,,,45280,75391,,,,
,,80001,37383,37383,61239,,,45296,75392,,,,
,,80002,37384,37384,61240,,,45298,75393,,,,
,,80003,37385,37385,61241,,,45299,75394,,,,
,,80004,37388,37388,61242,,,45301,75395,,,,
,,80005,37389,37389,61244,,,45302,75397,,,,
,,80006,37391,37391,61250,,,45303,75398,,,,
,,80007,37394,37394,61254,,,45304,75401,,,,
,,80010,37396,37396,61256,,,45305,75402,,,,
,,80011,37397,37397,61257,,,45306,75403,,,,
,,80012,37398,37398,61258,,,45307,75404,,,,
,,80013,37401,37401,61259,,,45308,75409,,,,
,,80014,37402,37402,61260,,,45309,75413,,,,
,,80015,37407,37407,61262,,,45310,75414,,,,
,,80016,37409,37409,61263,,,45311,75418,,,,
,,80017,37410,37410,61264,,,45312,75422,,,,
,,80018,37414,37414,61265,,,45314,75423,,,,
,,80019,37422,37422,61272,,,45315,75424,,,,
,,80020,37424,37424,61273,,,45316,75428,,,,
,,80021,37450,37450,61274,,,45317,75429,,,,
,,80022,37601,37601,61275,,,45318,75438,,,,
,,80023,37602,37602,61276,,,45319,75439,,,,
,,80026,37604,37604,61277,,,45320,75442,,,,
,,80027,37605,37605,61279,,,45321,75443,,,,
,,80030,37614,37614,61281,,,45322,75446,,,,
,,80031,37615,37615,61282,,,45323,75447,,,,
,,80033,37616,37616,61284,,,45324,75449,,,,
,,80034,37617,37617,61412,,,45325,75452,,,,
,,80035,37618,37618,61413,,,45326,75453,,,,
,,80036,37620,37620,61414,,,45327,75454,,,,
,,80037,37621,37621,61419,,,45328,75458,,,,
,,80038,37625,37625,61434,,,45330,75459,,,,
,,80040,37640,37640,61442,,,45331,75474,,,,
,,80041,37641,37641,61443,,,45332,75475,,,,
,,80042,37643,37643,61465,,,45333,75476,,,,
,,80044,37644,37644,61466,,,45334,75479,,,,
,,80045,37656,37656,61468,,,45335,75485,,,,
,,80046,37658,37658,61476,,,45336,75488,,,,
,,80047,37659,37659,61486,,,45337,75489,,,,
,,80102,37660,37660,61490,,,45338,75490,,,,
,,80103,37662,37662,71001,,,45339,75491,,,,
,,80104,37663,37663,71079,,,45340,75492,,,,
,,80105,37664,37664,71201,,,45341,75495,,,,
,,80108,37665,37665,71202,,,45342,75496,,,,
,,80109,37669,37669,71203,,,45343,76006,,,,
,,80110,37681,37681,71209,,,45344,76007,,,,
,,80111,37682,37682,71219,,,45345,76010,,,,
,,80112,37684,37684,71220,,,45346,76011,,,,
,,80113,37686,37686,71222,,,45347,76012,,,,
,,80118,37687,37687,71223,,,45348,76013,,,,
,,80120,37690,37690,71225,,,45349,76014,,,,
,,80121,37694,37694,71226,,,45350,76017,,,,
,,80122,37699,37699,71227,,,45351,76019,,,,
,,80123,37701,37701,71229,,,45353,76020,,,,
,,80124,37705,37705,71232,,,45354,76021,,,,
,,80125,37710,37710,71234,,,45356,76022,,,,
,,80126,37711,37711,71235,,,45358,76023,,,,
,,80128,37713,37713,71237,,,45359,76028,,,,
,,80129,37716,37716,71238,,,45360,76034,,,,
,,80130,37717,37717,71241,,,45361,76036,,,,
,,80132,37719,37719,71243,,,45362,76039,,,,
,,80133,37721,37721,71245,,,45363,76040,,,,
,,80134,37722,37722,71247,,,45365,76041,,,,
,,80136,37725,37725,71250,,,45367,76050,,,,
,,80137,37726,37726,71251,,,45368,76051,,,,
,,80138,37727,37727,71254,,,45369,76052,,,,
,,80150,37733,37733,71256,,,45370,76053,,,,
,,80151,37737,37737,71259,,,45371,76054,,,,
,,80154,37738,37738,71260,,,45373,76060,,,,
,,80155,37742,37742,71261,,,45374,76063,,,,
,,80160,37743,37743,71263,,,45377,76064,,,,
,,80161,37744,37744,71264,,,45378,76071,,,,
,,80163,37745,37745,71266,,,45380,76073,,,,
,,80165,37748,37748,71268,,,45381,76078,,,,
,,80166,37753,37753,71269,,,45382,76082,,,,
,,80201,37754,37754,71270,,,45383,76084,,,,
,,80202,37760,37760,71272,,,45384,76092,,,,
,,80203,37763,37763,71275,,,45385,76093,,,,
,,80204,37764,37764,71276,,,45387,76094,,,,
,,80205,37769,37769,71277,,,45388,76095,,,,
,,80206,37770,37770,71279,,,45389,76096,,,,
,,80207,37771,37771,71280,,,45390,76099,,,,
,,80208,37772,37772,71282,,,45401,76101,,,,
,,80209,37774,37774,71286,,,45402,76102,,,,
,,80210,37777,37777,71291,,,45403,76103,,,,
,,80211,37778,37778,71292,,,45404,76104,,,,
,,80212,37801,37801,71295,,,45405,76106,,,,
,,80214,37802,37802,71326,,,45406,76107,,,,
,,80215,37803,37803,71336,,,45409,76108,,,,
,,80216,37804,37804,71357,,,45410,76109,,,,
,,80217,37806,37806,71366,,,45412,76110,,,,
,,80218,37809,37809,71368,,,45413,76111,,,,
,,80219,37810,37810,71375,,,45414,76112,,,,
,,80220,37813,37813,71378,,,45415,76113,,,,
,,80221,37814,37814,71401,,,45416,76114,,,,
,,80222,37815,37815,71418,,,45417,76115,,,,
,,80223,37816,37816,71422,,,45419,76116,,,,
,,80224,37818,37818,71425,,,45420,76117,,,,
,,80225,37820,37820,71435,,,45422,76118,,,,
,,80226,37821,37821,71441,,,45423,76119,,,,
,,80227,37822,37822,71473,,,45424,76120,,,,
,,80228,37826,37826,36003,,,45426,76121,,,,
,,80229,37828,37828,36006,,,45428,76122,,,,
,,80230,37829,37829,36008,,,45429,76124,,,,
,,80231,37830,37830,36013,,,45430,76126,,,,
,,80232,37831,37831,36020,,,45431,76127,,,,
,,80233,37840,37840,36022,,,45432,76129,,,,
,,80234,37843,37843,36024,,,45433,76130,,,,
,,80235,37845,37845,36025,,,45434,76131,,,,
,,80236,37846,37846,36026,,,45435,76132,,,,
,,80237,37849,37849,36029,,,45437,76133,,,,
,,80238,37852,37852,36032,,,45439,76134,,,,
,,80239,37853,37853,36036,,,45440,76135,,,,
,,80241,37854,37854,36039,,,45441,76136,,,,
,,80243,37860,37860,36040,,,45448,76140,,,,
,,80244,37862,37862,36041,,,45449,76147,,,,
,,80246,37863,37863,36043,,,45458,73402,,,,
,,80247,37864,37864,36046,,,45459,73403,,,,
,,80248,37865,37865,36047,,,45469,73430,,,,
,,80249,37868,37868,36051,,,45470,73448,,,,
,,80250,37871,37871,36052,,,45475,73453,,,,
,,80251,37872,37872,36054,,,45479,73459,,,,
,,80256,37874,37874,36064,,,45481,75022,,,,
,,80257,37876,37876,36066,,,45482,75056,,,,
,,80259,37877,37877,36067,,,45490,75102,,,,
,,80260,37878,37878,36069,,,45501,75103,,,,
,,80261,37880,37880,36075,,,45502,75105,,,,
,,80262,37882,37882,36078,,,45503,75117,,,,
,,80263,37885,37885,36080,,,45504,75124,,,,
,,80264,37886,37886,36083,,,45505,75127,,,,
,,80265,37887,37887,36089,,,45506,75140,,,,
,,80266,37890,37890,36091,,,45601,75144,,,,
,,80271,37891,37891,36092,,,45612,75148,,,,
,,80273,37901,37901,36093,,,45617,75151,,,,
,,80274,37902,37902,36104,,,45618,75153,,,,
,,80281,37909,37909,36105,,,45622,75155,,,,
,,80290,37912,37912,36106,,,45624,75156,,,,
,,80291,37914,37914,36107,,,45628,75163,,,,
,,80293,37915,37915,36108,,,45633,75169,,,,
,,80294,37916,37916,36109,,,45636,75420,,,,
,,80299,37917,37917,36110,,,45642,75432,,,,
,,80401,37918,37918,36111,,,45644,75433,,,,
,,80402,37919,37919,36112,,,45647,75444,,,,
,,80403,37920,37920,36113,,,45660,75448,,,,
,,80419,37921,37921,36114,,,45661,75469,,,,
,,80465,37922,37922,36115,,,45671,75472,,,,
,,80501,37923,37923,36116,,,45673,75482,,,,
,,80502,37924,37924,36117,,,45677,75483,,,,
,,80503,37927,37927,36119,,,45679,75751,,,,
