D1 Solar LT		D1 LT CPL			D2 LT		Home CPA Transfer		D5					B3 LG							
			73534		8884		8884		27853							53705	47232				
			73538		8885		8885		27855							53706	47235				
			73540		8886		8886		27856							53707	47236				
			73543		8887		8887		27857							53708	47240				
			73546		8888		8888		27862							53711	47244				
			73548		8889		8889		27866							53713	47246				
			73562		8890		8890		27868							53715	47247				
			73568		8896		8896		27869							53717	47263				
			73572		8899		8899		27870							53718	47272				
			73573		8901		8901		27872							53719	47280				
			75001		8902		8902		27874							53725	47283				
			75002		8903		8903		27876							53726	47302				
			75006		8904		8904		27878							53744	47303				
			75007		8905		8905		27882							53774	47304				
			75010		8906		8906		27886							53777	47305				
			75013		8922		8922		27890							53778	47306				
			75016		8933		8933		27891							53779	47307				
			75019		8988		8988		27897							53782	47308				
			75022		8989		8989		27910							53784	47320				
			75023						27922							53785	47322				
			75024						27924							53786	47325				
			75025						27942							53788	47331				
			75028						27957							53789	47334				
			75032						27967							53790	47336				
			75033						22920							53791	47338				
			75034						22922							53792	47342				
			75035						22938							53793	47357				
			75036						22939							53794	47367				
			75038						22949							54016	47368				
			75039						22952							54017	47383				
			75040						22958							54020	47396				
			75041						22964							54021	47435				
			75042						22967							54022	47448				
			75043						22971							54023	47468				
			75044						22976							54025	47926				
			75048						22980							54026	47960				
			75050						24011							54082	47968				
			75051						24012							54113	47997				
			75052						24013							54115	46001				
			75054						24014							54126	46011				
			75056						24015							54130	46012				
			75057						24016							54136	46013				
			75060						24017							54140	46014				
			75061						24018							54169	46015				
			75062						24019							54180	46016				
			75063						24020							54911	46017				
			75067						24055							54913	46018				
			75068						24058							54914	46036				
			75072						24059							54915	46044				
			75074						24060							54919	46048				
			75075						24061							54942	46051				
			75077						24064							54944	46056				
			75080						24065							54952	46063				
			75081						24066							54956	46064				
			75082						24067							55001	46070				
			75087						24070							55003	46106				
			75088						24072							55005	46107				
			75089						24073							55006	46124				
			75093						24077							55008	46131				
			75094						24079							55009	46142				
			75104						24083							55010	46143				
			75115						24084							55011	46160				
			75116						24085							55012	46162				
			75120						24086							55013	46164				
			75134						24087							55014	46181				
			75137						24088							55016	46183				
			75146						24090							55018	46184				
			75149						24091							55019	46201				
			75150						24092							55020	46202				
			75154						24095							55021	46203				
			75157						24101							55024	46204				
			75159						24102							55025	46205				
			75180						24104							55029	46206				
			75181						24105							55031	46207				
			75252						24112							55032	46208				
			75287						24120							55033	46209				
			75432						24121							55038	46213				
			76001						24122							55040	46214				
			76002						24124							55042	46216				
			76006						24127							55043	46217				
			76008						24128							55044	46218				
			76010						24130							55045	46219				
			76011						24131							55046	46220				
			76012						24132							55047	46221				
			76013						24134							55051	46222				
			76014						24136							55053	46224				
			76015						24137							55054	46225				
			76016						24138							55055	46226				
			76017						24141							55056	46227				
			76018						24142							55057	46228				
			76021						24149							55063	46229				
			76022						24150							55065	46230				
			76028						24151							55068	46235				
			76031						24153							55069	46236				
			76033						24161							55070	46237				
			76036						24162							55073	46239				
			76039						24167							55074	46240				
			76040						24171							55075	46241				
			76048						24174							55076	46242				
			76049						24175							55077	46244				
			76051						24176							55079	46247				
			76053						24179							55080	46249				
			76054						24184							55082	46250				
			76063						24185							55084	46251				
			76085						24301							55085	46253				
			76086						24313							55087	46254				
			76087						24315							55088	46255				
			76088						29014							55090	46256				
			76092						29031							55092	46259				
			76101						29055							55104	46260				
			76102						29058							55105	46262				
			76103						29067							55106	46268				
			76104						29323							55109	46277				
			76105						29330							55110	46282				
			76106						29340							55111	46283				
			76107						29341							55112	46285				
			76108						29353							55115	46288				
			76109						29372							55117	46298				
			76110						29379							55119	46901				
			76111						29702							55120	46902				
			76112						29704							55121	46903				
			76114						29706							55122	46904				
			76115						29707							55123	46910				
			76116						29708							55124	46911				
			76117						29710							55125	46914				
			76118						29712							55126	46919				
			76119						29714							55127	46921				
			76120						29715							55128	46926				
			76123						29717							55129	46929				
			76126						29720							55144	46936				
			76131						29724							55150	46937				
			76132						29726							55301	46951				
			76133						29729							55303	46958				
			76134						29730							55304	46959				
			76135						29732							55305	46965				
			76137						29733							55306	46970				
			76140						29742							55309	46971				
			76148						29743							55311	46974				
			76155						29745							55313	46979				
			76164						33865							55315	46995				
			76177						33873							55316	47327				
			76179						33890							55317	47337				
			76180						34201							55318	47344				
			76182						34202							55319	47346				
			76202						34203							55322	47351				
			76205						34205							55327	47352				
			76207						34207							55328	47354				
			76208						34208							55330	47356				
			76209						34209							55331	47360				
			76210						34210							55337	47361				
			76227						34211							55340	47362				
			76228						34212							55341	47366				
			76230						34215							55343	47384				
			76244						34216							55344	47385				
			76248						34217							55345	47386				
			76301						34219							55346	47387				
			76302						34221							55347	47388				
			76304						34222							55348	47401				
			76305						34223							55352	47402				
			76306						34228							55356	47403				
			76307						34229							55357	47404				
			76308						34231							55358	47405				
			76309						34232							55359	47406				
			76310						34233							55361	47407				
			76351						34234							55362	47408				
			76354						34235							55363	47426				
			76357						34236							55364	47429				
			76360						34237							55369	47433				
			76365						34238							55371	47434				
			76366						34239							55372	47436				
			76367						34240							55373	47458				
			76369						34241							55374	47463				
			76373						34242							55375	47464				
			76374						34243							55376	47916				
			76377						34251							55378	47930				
			76379						34266							55379	47933				
			76380						34269							55384	47940				
			76384						34275							55386	47954				
			76385						34285							55387	47955				
			76389						34286							55388	47965				
			80001						34287							55390	47967				
			80002						34288							55391	47989				
			80003						34289							55398	47990				
			80004						34291							55405	47994				
			80005						34292							55406	46045				
			80006						34293							55407	46047				
			80007						29902							55408	46068				
			80010						29906							55409	46072				
			80011						29907							55410	46076				
			80012						29909							55416	46104				
			80013						29910							55417	46105				
			80014						29915							55418	46110				
			80015						29916							55419	46111				
			80016						29920							55420	46115				
			80017						29926							55422	46120				
			80018						29927							55423	46125				
			80019						29928							55424	46126				
			80020						29934							55425	46128				
			80021						29935							55426	46135				
			80022						29936							55427	46144				
			80023						29940							55428	46146				
			80026						29941							55429	46150				
			80027						29943							55431	46151				
			80030						29945							55432	46155				
			80031						30427							55433	46156				
			80033						30446							55434	46157				
			80034						31301							55435	46166				
			80035						31302							55436	46170				
			80036						31303							55437	46171				
			80037						31307							55438	46172				
			80038						31308							55439	46173				
			80040						31309							55441	46175				
			80041						31312							55442	46176				
			80042						31313							55443	46182				
			80044						31314							55444	47102				
			80045						31315							55445	47108				
			80046						31316							55446	47126				
			80047						31318							55447	47143				
			80102						31320							55448	47167				
			80103						31321							55449	47170				
			80104						31322							56011	47177				
			80105						31323							56044	47220				
			80108						31324							56069	47227				
			80109						31326							56071	47228				
			80110						31328							56304	47229				
			80111						31329							56329	47230				
			80112						31401							56353	47234				
			80113						31404							56377	47245				
			80118						31405							56379	47249				
			80120						31406							56387	47260				
			80121						31407							60001	47264				
			80122						31408							60002	47270				
			80123						31409							60004	47273				
			80124						31410							60005	47281				
			80125						31411							60006	47282				
			80126						31415							60007	47420				
			80128						31419							60009	47427				
			80129						71002							60010	47431				
			80130						71003							60011	47437				
			80132						71004							60012	47438				
			80133						71006							60013	47441				
			80134						71007							60014	47443				
			80136						71008							60015	47445				
			80137						71016							60016	47446				
			80138						71018							60017	47449				
			80150						71019							60018	47452				
			80151						71021							60019	47453				
			80154						71023							60021	47454				
			80155						71024							60022	47455				
			80160						71027							60025	47456				
			80161						71028							60026	47457				
			80163						71029							60029	47460				
			80165						71030							60030	47465				
			80166						71031							60031	47467				
			80201						71032							60033	47470				
			80202						71033							60034	47471				
			80203						71034							60035	47519				
			80204						71037							60039	47522				
			80205						71038							60040	47528				
			80206						71039							60043	47529				
			80207						71040							60044	47553				
			80208						71043							60045	47562				
			80209						71044							60047	47568				
			80210						71045							60048	47578				
			80211						71046							60053	47596				
			80212						71047							60056	47801				
			80214						71049							60060	47804				
			80215						71051							60061	47808				
			80216						71052							60062	47809				
			80217						71055							60065	47831				
			80218						71060							60068	47832				
			80219						71061							60069	47833				
			80220						71063							60075	47836				
			80221						71064							60076	47840				
			80222						71065							60077	47841				
			80223						71067							60082	47842				
			80224						71068							60089	47845				
			80225						71069							60090	47846				
			80226						71070							60091	47847				
			80227						71071							60093	47848				
			80228						71072							60095	47849				
			80229						71073							60101	47850				
			80230						71075							60102	47851				
			80231						71078							60103	47852				
			80232						71082							60109	47853				
			80233						71101							60110	47854				
			80234						71103							60118	47855				
			80235						71104							60120	47857				
			80236						71105							60124	47858				
			80237						71106							60126	47859				
			80238						71107							60130	47860				
			80239						71108							60134	47861				
			80241						71109							60136	47862				
			80243						71110							60137	47863				
			80244						71111							60138	47865				
			80246						71112							60139	47866				
			80247						71115							60140	47868				
			80248						71118							60142	47869				
			80249						71119							60143	47870				
			80250						71129							60148	47871				
			80251						71406							60152	47875				
			80256						71411							60154	47876				
			80257						71419							60156	47879				
			80259						71450							60157	47880				
			80260						71462							60163	47881				
			80261						71486							60171	47882				
			80262						40009							60172	47884				
			80263						40033							60174	47885				
			80264						40060							60175	47901				
			80265						40328							60177	47902				
			80266						40402							60179	47903				
			80271						40409							60180	47904				
			80273						40419							60181	47905				
			80274						40437							60183	47906				
			80281						40442							60184	47907				
			80290						40445							60185	47909				
			80291						40447							60187	47917				
			80293						40448							60188	47920				
			80294						40456							60189	47921				
			80299						40460							60190	47923				
			80401						40464							60191	47924				
			80402						40481							60195	47925				
			80403						40484							60196	47928				
			80419						40489							60199	47929				
			80465						40492							60201	47932				
			80501						40701							60202	47941				
			80502						40729							60203	47949				
			80503						40734							60204	47950				
			80504						40737							60208	47952				
			80513						40740							60301	47958				
			80516						40741							60302	47959				
			80520						40744							60303	47962				
			80528						40755							60304	47966				
			80530						40759							60305	47969				
			80534						40763							60399	47970				
			80537						40769							60402	47974				
			80538						40771							60404	47975				
			80539						40903							60431	47980				
			80543						40906							60446	47981				
			80550						40921							60490	47982				
			80601						40940							60506	47983				
			80602						40943							60513	47986				
			80603						40962							60514	47987				
			80614						42501							60516	47988				
			80631						42503							60519	47992				
			80632						42516							60521	47995				
			80633						42518							60522	47996				
			80634						42519							60523	47261				
			80638						42528							60525	46210				
			80639						42533							60526	46211				
			80640						42539							60527	46223				
			80642						42541							60532	46266				
			80817						42544							60534	46274				
			80829						42553							60538	46275				
			80831						42565							60540	46291				
			80901						42566							60543	46295				
			80903						42567							60544	46296				
			80904						42602							60546	47490				
			80905						42603							60554	47934				
			80906						42629							60555	47935				
			80907						42633							60558	47936				
			80908						42634							60559	47937				
			80909						42635							60560	47938				
			80910						42642							60563	47939				
			80911						42647							60564	37160				
			80914						42649							60565	37183				
			80915						42653							60566	37360				
			80916						42715							60567	37180				
			80917						42717							60568	37020				
			80918						42718							60569	37162				
			80919						42728							60585	37161				
			80920						42733							60586	37149				
			80921						42741							60599	37016				
			80922						42742							60601	37026				
			80923						42743							60602	37190				
			80924						42753							60603	37082				
			80925						42758							60604	37015				
			80926						32301							60605	37146				
			80927						32303							60606	37143				
			80929						32304							60607	37035				
			80932						32305							60608	37389				
			80933						32306							60610	37388				
			80934						32307							60611	37018				
			80935						32308							60625	37355				
			80937						32309							60634	37342				
			80938						32310							60640	37349				
			80939						32311							60642	37382				
			80941						32312							60654	37221				
			80942						32317							60660	37080				
			80945						32324							60661	37189				
			80946						32327							60669	37138				
			80947						32331							60674	37205				
			80949						32332							60675	37215				
			80950						32333							60714	37220				
			80951						32336							61038	37204				
			80960						32343							61530	37072				
			80970						32344							61550	37115				
			80977						32351							61568	37214				
			80995						32352							61701	37013				
			82332						32355							61702	37076				
			82336						32358							61704	37202				
			82901						33510							61705	37222				
			82902						33511							61709	37224				
			82929						33523							61710	37227				
			82930						33525							61725	37230				
			82932						33527							61729	37229				
			82934						33534							61732	37244				
			82935						33540							61733	37116				
			82937						33541							61742	37070				
			82938						33542							61748	37011				
			82942						33543							61755	37240				
			82943						33544							61761	37243				
			82945						33545							61771	37235				
			83101						33547							61774	37242				
			83301						33548							61790	37232				
			83302						33549							61791	37234				
			83303						33556							61799	37236				
			83313						33558							61815	37241				
			83314						33559							61820	37246				
			83316						33563							61821	37250				
			83320						33565							61822	37012				
			83321						33566							61834	37095				
			83322						33567							61849	37166				
			83324						33569							61850	37055				
			83325						33570							61851	37051				
			83327						33572							61853	37036				
			83328						33573							61854	37029				
			83330						33576							61856	37187				
			83332						33578							61859	37181				
			83333						33579							61864	37165				
			83334						33584							61872	37056				
			83335						33592							61873	37330				
			83337						33594							61874	37025				
			83338						33596							61875	37140				
			83340						33598							61877	37033				
			83341						33602							61880	37137				
			83344						33603							61884	38454				
			83348						33604							63005	37098				
			83349						33605							63006	37101				
			83352						33606							63010	37144				
			83353						33607							63011	37083				
			83354						33609							63017	37150				
			83355						33610							63021	37047				
			83602						33611							63022	37091				
			83604						33612							63024	37019				
			83605						33613							63025	37034				
			83606						33614							63026	38461				
			83607						33615							63038	38487				
			83610						33616							63040	38474				
			83611						33617							63049	38482				
			83612						33618							63055	38451				
			83615						33619							63069	38401				
			83616						33621							63073	37174				
			83617						33624							63088	38402				
			83619						33625							63090	37052				
			83622						33626							63104	37171				
			83623						33629							63105	37191				
			83624						33634							63109	37142				
			83626						33635							63111	37042				
			83627						33637							63116	37040				
			83628						33647							63117	37043				
			83629						34601							63118	37041				
			83630						34602							63119	37044				
			83631						34604							63122	38548				
			83632						34609							63123	38582				
			83633						34610							63124	38545				
			83634						34637							63125	38544				
			83635						34638							63126	38501				
			83636						34639							63127	38506				
			83637						24202							63128	38574				
			83638						24201							63129	38502				
			83639						24210							63130	38503				
			83641						24211							63131	38505				
			83642						24236							63139	37172				
			83643						24244							63143	37073				
			83644						24245							63144	37141				
			83645						24250							63163	37049				
			83646						24251							63301	37188				
			83647						24258							63303	37010				
			83648						24270							63304	37032				
			83650						24271							63332	37152				
			83651						24290							63341	37127				
			83652						24340							63366	37060				
			83653						24361							63367	37086				
			83654						37601							63368	37153				
			83655						37604							63376	37167				
			83656						37614							63385	37128				
			83657						37615							64014	37129				
			83660						37616							64015	37130				
			83661						37617							64029	37085				
			83666						37618							64034	37118				
			83669						37620							64057	37037				
			83670						37640							64063	37133				
			83672						37641							64064	37063				
			83676						37642							64065	37089				
			83677						37643							64068	37131				
			83680						37645							64070	37132				
			83686						37650							64075	37151				
			83687						37656							64078	37057				
			83701						37657							64080	38547				
			83702						37658							64081	38563				
			83703						37659							64082	37030				
			83704						37660							64083	38567				
			83705						37663							64086	37145				
			83706						37664							64090	38560				
			83707						37665							64111	38569				
			83708						37680							64112	38552				
			83709						37681							64113	37079				
			83711						37682							64114	37050				
			83712						37683							64116	37066				
			83713						37686							64118	37075				
			83714						37687							64119	37048				
			83715						37688							64139	37148				
			83716						37690							64149	37022				
			83717						37692							64150	37031				
			83719						37694							64151	37186				
			83720						37711							64152	37077				
			83722						37713							64153	37119				
			83724						37731							64154	37074				
			83725						37743							64155	37357				
			83726						37745							64156	38476				
			83728						37809							64168	37046				
			83729						37810							64701	37062				
			83732						37811							64743	37064				
			83735						37818							66007	37069				
			83756						37843							66012	37179				
			83799						37857							66013	37027				
			84003						37873							66018	37067				
			84004						38601							66051	37135				
			84005						38606							66061	37014				
			84006						38610							66062	37065				
			84009						38619							66063	37068				
			84010						38620							66083	37024				
			84011						38625							66085	37122				
			84013						38627							66105	37087				
			84014						38629							66110	37090				
			84015						38650							66112	37184				
			84016						38652							66117	37121				
			84017						38655							66119	37071				
			84018						38658							66160	37088				
			84020						38663							66201	37136				
			84024						38666							66202	37248				
			84025						38673							66203	37245				
			84032						38674							66204	37247				
			84033						38677							66205	37237				
			84036						38683							66206	37249				
			84037						38801							66207	42223				
			84040						38804							66208	42254				
			84041						38820							66209	32923				
			84042						38821							66210	32927				
			84043						38824							66211	32949				
			84044						38826							66212	32912				
			84047						38827							66213	32936				
			84049						38828							66214	32951				
			84050						38829							66215	32954				
			84054						38833							66216	32899				
			84055						38834							66217	32907				
			84056						38838							66218	32910				
			84057						38839							66219	32775				
			84058						38841							66220	32780				
			84059						38843							66221	32783				
			84060						38844							66223	32136				
			84061						38846							66224	32142				
			84062						38847							66225	32948				
			84065						38848							66226	34705				
			84067						38849							66227	34712				
			84068						38850							66250	34715				
			84070						38851							66251	32735				
			84075						38852							66282	32158				
			84081						38855							66283	34749				
			84082						38856							66285	34755				
			84084						38857							66286	32778				
			84087						38858							67002	34797				
			84088						38859							67037	32617				
			84089						38860							67042	32111				
			84090						38862							67203	34431				
			84091						38863							67205	32634				
			84092						38864							67207	32664				
			84093						38865							67208	34472				
			84094						38866							67212	34478				
			84095						38868							67220	34481				
			84096						38869							67226	32182				
			84097						38870							67230	34489				
			84098						38871							67235	34492				
			84101						38873							67460	32704				
			84102						38876							72613	32710				
			84103						38877							72701	32794				
			84104						38878							72703	32802				
			84105						38879							72704	32825				
			84106						38880							72711	32830				
			84107						38901							72712	32853				
			84108						38913							72713	32856				
			84109						38914							72714	32859				
			84110						38915							72715	32862				
			84111						38916							72718	32869				
			84112						38920							72719	32878				
			84113						38921							72722	32887				
			84114						38922							72727	32893				
			84115						38927							72729	32768				
			84116						38929							72730	34777				
			84117						38940							72732	32793				
			84118						38948							72734	34739				
			84119						38949							72736	34744				
			84120						38950							72738	32131				
			84121						38951							72739	32138				
			84122						38953							72740	32157				
			84123						38961							72744	32178				
			84124						38965							72745	32189				
			84125						39730							72747	32716				
			84126						39740							72751	32730				
			84127						39741							72753	32791				
			84128						39746							72756	32762				
			84129						39751							72758	32772				
			84130						39756							72761	33513				
			84131						39773							72762	33538				
			84132						39776							72764	32162				
			84133						22432							72768	32114				
			84134						22480							72774	32117				
			84135						22482							72914	32120				
			84136						22503							72921	32124				
			84137						22529							72956	32198				
			84138						22576							72957	32753				
			84139						22578							72959	32723				
			84140						22579							73020	32728				
			84141						23011							73045	32744				
			84142						23021							73049	32170				
			84143						23025							73064	32774				
			84144						23030							73069	32175				
			84145						23032							73071	32180				
			84147						23035							73079	32898				
			84148						23043							73083	33834				
			84150						23045							73085	33865				
			84151						23050							73089	34601				
			84152						23056							73093	34605				
			84153						23061							73097	34661				
			84157						23062							73099	33510				
			84158						23068							73101	33534				
			84165						23070							73103	33548				
			84170						23071							73104	33550				
			84171						23072							73105	33567				
			84180						23076							73106	33586				
			84184						23089							73107	33573				
			84189						23091							73109	33587				
			84190						23092							73110	33602				
			84199						23108							73111	33606				
			84201						23109							73117	33610				
			84244						23110							73118	33612				
			84301						23119							73121	33620				
			84302						23124							73125	33622				
			84304						23125							73128	33633				
			84305						23128							73130	33635				
			84306						23130							73131	33650				
			84307						23138							73135	33660				
			84308						23140							73139	33672				
			84309						23141							73145	33680				
			84310						23149							73149	33689				
			84311						23156							73150	33690				
			84312						23163							73151	33595				
			84314						23168							73153	34216				
			84315						23169							73154	34206				
			84316						23175							73160	34281				
			84317						23176							73165	34217				
			84318						23180							73170	34228				
			84319						23181							73172	34220				
			84320						23185							74851	34243				
			84321						23188							74857	33524				
			84322						23314							75001	34680				
			84323						23430							75002	34690				
			84324						23601							75009	34669				
			84325						23602							75013	34652				
			84326						23603							75022	34656				
			84327						23604							75023	34668				
			84328						23605							75024	33574				
			84330						23606							75025	33593				
			84331						23607							75026	33744				
			84332						23608							75027	33786				
			84333						23651							75028	33755				
			84334						23661							75032	33757				
			84335						23662							75033	33761				
			84337						23663							75034	33763				
			84338						23664							75035	33765				
			84339						23665							75036	33767				
			84340						23666							75038	34681				
			84341						23667							75039	33785				
			84401						23668							75041	34683				
			84402						23669							75042	34685				
			84403						23681							75044	33782				
			84404						23690							75048	33701				
			84405						23691							75061	33703				
			84407						23692							75062	33707				
			84408						23693							75065	33709				
			84409						23696							75068	33714				
			84412						23839							75069	33716				
			84414						23846							75070	33732				
			84415						23881							75071	33734				
			84601						23883							75072	33741				
			84602						23890							75074	33784				
			84603						23891							75075	33737				
			84604						23899							75077	33772				
			84605						28401							75078	33776				
			84606						28403							75080	33830				
			84626						28405							75081	33835				
			84633						28409							75082	33839				
			84651						28411							75086	33851				
			84653						28412							75087	33801				
			84655						28420							75093	33803				
			84660						28421							75094	33805				
			84663						28422							75097	33810				
			84664						28423							75098	33854				
			84722						28424							75135	33868				
			84733						28425							75166	33877				
			84737						28428							75173	33881				
			84738						28429							75189	33885				
			84745						28430							75204	27703				
			84746						28431							75205	27705				
			84765						28432							75206	27707				
			84770						28433							75209	27712				
			84774						28434							75214	27504				
			84780						28435							75218	27527				
			84781						28436							75219	27330				
			84782						28442							75220	27332				
			84783						28443							75225	27502				
			84790						28444							75229	27523				
			90002						28445							75230	27539				
			90004						28447							75231	27511				
			90024						28448							75234	27513				
			90026						28449							75235	27518				
			90031						28450							75238	27519				
			90032						28451							75240	27529				
			90039						28452							75243	27540				
			90043						28454							75244	27560				
			90044						28455							75246	27562				
			90045						28456							75251	27605				
			90047						28457							75254	27606				
			90056						28458							75354	27607				
			90057						28460							75390	27608				
			90063						28461							75401	27609				
			90068						28462							75402	27610				
			90094						28463							75407	27612				
			90230						28464							75409	27613				
			90240						28465							75423	27614				
			90242						28466							75442	27615				
			90247						28467							75454	27616				
			90248						28468							75458	27617				
			90249						28469							75474	27571				
			90250						28470							75485	27587				
			90265						28472							76008	27591				
			90270						28478							76020	27592				
			90278						28479							76035	27597				
			90280						28480							76052	2743				
			90292						28518							76071	2703				
			90293						28521							76078	2763				
			90301						28539							76086	2712				
			90302						28540							76087	2715				
			90303						28542							76098	2718				
			90305						28543							76102	2719				
			90501						28544							76103	2724				
			90502						28545							76108	2721				
			90503						28546							76109	2723				
			90603						28547							76110	2720				
			90604						28555							76114	2741				
			90605						28574							76116	2744				
			90606						28582							76117	2740				
			90621						28584							76118	2746				
			90623						29566							76121	2760				
			90631						27006							76123	2747				
			90638						27009							76126	2764				
			90640						27011							76129	2357				
			90650						27012							76131	2766				
			90660						27014							76132	2768				
			90701						27016							76133	2771				
			90703						27018							76135	2725				
			90706						27019							76137	2748				
			90712						27020							76148	2375				
			90713						27021							76162	2777				
			90732						27022							76163	2780				
			90740						27023							76177	2791				
			90745						27025							76179	1913				
			90746						27027							76180	1810				
			90755						27028							76185	1899				
			90802						27040							76202	1915				
			90804						27042							76204	1921				
			90806						27045							76206	1923				
			90807						27046							76208	1929				
			90808						27048							76210	1833				
			90810						27050							76226	1930				
			91001						27051							76234	1834				
			91006						27052							76247	1937				
			91008						27053							76439	1830				
			91010						27055							76511	1835				
			91024						27101							76527	1832				
			91040						27103							76530	1842				
			91101						27104							76537	1840				
			91103						27105							76573	1905				
			91106						27106							76574	1901				
			91107						27107							77002	1903				
			91202						27109							77005	1940				
			91205						27110							77006	1860				
			91206						27127							77007	1844				
			91208						27157							77008	1908				
			91214						27203							77018	1950				
			91301						27205							77019	1845				
			91302						27208							77024	1960				
			91303						27214							77025	1965				
			91304						27233							77034	1966				
			91306						27235							77042	1971				
			91307						27239							77055	1970				
			91311						27248							77056	1952				
			91316						27249							77057	1906				
			91319						27260							77058	1907				
			91320						27262							77059	1984				
			91321						27263							77062	1985				
			91324						27265							77077	1720				
			91325						27268							77080	2474				
			91326						27282							77083	2475				
			91331						27283							77094	1721				
			91335						27284							77098	1432				
			91340						27288							77401	2478				
			91342						27292							77406	1821				
			91343						27294							77407	1719				
			91344						27295							77441	1805				
			91345						27298							77450	2140				
			91350						27299							77494	2142				
			91351						27301							77498	2139				
			91352						27310							77505	1741				
			91355						27313							77511	1824				
			91356						27316							77518	1742				
			91358						27317							77536	1826				
			91359						27320							77539	1827				
			91360						27326							77546	2149				
			91361						27341							77550	1704				
			91362						27350							77551	1702				
			91363						27355							77565	1450				
			91364						27357							77573	1746				
			91367						27358							77581	1748				
			91377						27360							77584	2421				
			91381						27370							77586	1773				
			91384						27377							77598	1851				
			91387						27401							77950	1850				
			91390						27403							77976	1853				
			91402						27405							77977	2148				
			91405						27406							77978	1752				
			91406						27407							77979	2153				
			91501						27408							77983	2176				
			91504						27409							77988	2456				
			91602						27410							77990	2459				
			91605						27411							78015	2464				
			91607						27412							78104	1862				
			91701						27455							78108	1863				
			91702						28159							78109	1825				
			91706						28642							78115	1889				
			91708						31305							78123	1865				
			91709						31327							78124	1866				
			91710						31331							78130	1867				
			91722						31501							78131	1464				
			91729						31503							78135	2144				
			91730						31516							78148	2145				
			91732						31520							78150	2180				
			91739						31522							78152	1776				
			91741						31523							78154	1469				
			91744						31525							78155	1879				
			91745						31527							78156	2453				
			91748						31533							78233	2451				
			91752						31535							78239	2472				
			91758						31537							78266	2471				
			91761						31542							78330	2479				
			91762						31543							78332	1472				
			91763						31547							78333	2465				
			91764						31548							78335	1886				
			91765						31550							78336	2493				
			91766						31552							78339	1890				
			91768						31553							78340	1888				
			91770						31556							78343	1813				
			91784						31557							78347	2322				
			91786						31558							78351	2019				
			91789						31561							78352	2185				
			91790						31562							78358	2447				
			91791						31565							78359	2025				
			91792						31566							78362	2026				
			91803						31568							78363	2030				
			92223						31569							78364	2035				
			92307						31601							78370	2343				
			92308						31602							78373	2052				
			92320						31605							78374	2054				
			92335						31606							78377	2494				
			92336						31620							78380	2191				
			92345						31622							78381	2062				
			92371						31623							78382	2171				
			92374						31624							78387	2169				
			92376						31625							78389	2368				
			92377						31626							78390	2070				
			92395						31627							78393	2072				
			92399						31629							78401	2081				
			92404						31630							78402	2090				
			92407						31631							78403	2093				
			92501						31632							78404	2020				
			92503						31634							78405	2325				
			92504						31635							78406	2302				
			92505						31636							78407	2304				
			92506						31637							78408	2301				
			92509						31638							78409	2327				
			92530						31639							78410	2330				
			92543						31641							78411	2332				
			92553						31642							78412	2538				
			92555						31643							78413	2041				
			92557						31645							78414	2338				
			92562						31647							78415	2341				
			92563						31648							78416	2044				
			92571						31649							78417	2045				
			92585						31650							78418	2364				
			92586						31698							78419	2348				
			92591						31699							78426	2738				
			92592						31701							78427	2050				
			92595						31704							78460	2051				
			92602						31705							78463	2349				
			92603						31707							78465	2355				
			92604						31716							78466	2358				
			92606						31721							78467	2061				
			92610						31730							78468	2558				
			92612						31738							78469	2361				
			92614						31744							78480	2360				
			92618						31749							78605	2770				
			92620						31756							78610	2366				
			92624						31757							78613	2379				
			92625						31763							78626	2381				
			92626						31765							78628	1501				
			92627						31768							78633	1005				
			92629						31771							78634	1503				
			92630						31772							78640	1504				
			92637						31773							78641	1740				
			92646						31775							78642	1506				
			92647						31778							78645	1508				
			92648						31779							78652	1509				
			92651						31781							78660	1611				
			92653						31784							78664	1516				
			92656						31787							78665	1515				
			92657						31788							78669	1438				
			92660						31789							78674	1745				
			92661						31791							78681	1518				
			92662						31792							78701	1420				
			92663						31793							78703	1451				
			92672						31794							78715	1520				
			92673						31795							78717	1747				
			92675						39813							78726	1522				
			92677						39815							78727	1523				
			92679						39817							78728	1453				
			92683						39819							78729	1756				
			92688						39823							78730	1757				
			92691						39824							78731	1529				
			92692						39825							78732	1535				
			92694						39826							78733	1537				
			92701						39827							78734	1538				
			92705						39828							78735	1532				
			92707						39834							78736	1534				
			92780						39836							78737	1540				
			92782						39837							78738	1541				
			92801						39840							78739	1074				
			92802						39841							78746	1561				
			92804						39842							78750	1772				
			92805						39845							78751	1550				
			92807						39846							78752	1467				
			92808						39851							78753	1568				
			92821						39854							78755	1569				
			92823						39859							78756	1570				
			92831						39861							78757	1585				
			92832						39862							78758	1092				
			92840						39866							78759	1581				
			92843						39867							80015	1473				
			92845						39870							80016	1588				
			92860						39877							80017	1608				
			92861						39886							80018	1655				
			92867						39897							80019	1603				
			92869						32514							80020	1610				
			92878						32530							80022	1605				
			92879						32531							80023	1602				
			92880						32533							80025	1609				
			92883						32534							80026	48005				
			92886						32535							80027	48007				
			92887						32536							80030	48012				
			93001						32539							80031	48015				
			93002						32542							80104	48026				
			93003						32547							80107	48035				
			93004						32548							80108	48036				
			93005						32564							80109	48038				
			93006						32565							80111	48042				
			93007						32567							80112	48043				
			93009						32568							80113	48044				
			93010						32570							80116	48045				
